name,type,gradeRange,enrollment,gsRating,city,state,ncesId,zipcode,lat,lon
Olga L. Reed Elementary School,public,KG_8,200,4,Los Alamos,CA,62871002781,93440,34.739475,-120.27971
Old River Elementary,public,KG_6,268,5,Brentwood,CA,62004014006,94513,37.935673,-121.6205
Mary Casey Black Elementary,public,KG_5,721,4,Brentwood,CA,60591013420,94513,37.948437,-121.68767
Delta Vista Middle School,public,6_8,904,3,Oakley,CA,62808008689,94561,37.993626,-121.68954
Iron House Elementary School,public,KG_5,809,3,Oakley,CA,62808011575,94561,37.993042,-121.68955
Garin Elementary School,public,KG_5,653,7,Brentwood,CA,60591000536,94513,37.927776,-121.69031
Edna Hill Middle School,public,6_8,976,6,Brentwood,CA,60591000535,94513,37.931347,-121.69118
Liberty High School,public,9_12,2708,8,Brentwood,CA,62160002573,94513,37.9349,-121.6951
Gehringer Elementary School,public,KG_5,786,5,Oakley,CA,62808004326,94561,37.976086,-121.69874
Brentwood Elementary School,public,KG_5,764,6,Brentwood,CA,60591000534,94513,37.92842,-121.70678
Marsh Creek Elementary School,public,KG_5,732,7,Brentwood,CA,60591010754,94513,37.953945,-121.70729
O'hara Park Middle School,public,6_8,813,3,Oakley,CA,62808009966,94561,37.989193,-121.71395
William B. Bristow Middle School,public,6_8,1193,6,Brentwood,CA,60591004444,94513,37.937603,-121.71454
Freedom High School,public,9_12,2589,6,Oakley,CA,62160005726,94561,37.96908,-121.71575
Oakley Elementary School,public,KG_5,418,2,Oakley,CA,62808004327,94561,37.995068,-121.71617
Laurel Elementary School,public,KG_5,488,4,Oakley,CA,62808000186,94561,37.983196,-121.71741
Altamont Creek Elementary School,public,KG_5,585,6,Livermore,CA,62211008438,94551,37.72232,-121.71838
Vintage Parkway Elementary School,public,KG_5,534,3,Oakley,CA,62808000190,94561,38.004215,-121.71969
Almond Grove Elementary,public,KG_5,514,7,Oakley,CA,62808013786,94561,37.974834,-121.72528
Leo R. Croce Elementary School,public,KG_5,601,5,Livermore,CA,62211000052,94551,37.717068,-121.72833
Andrew N. Christensen Middle School,public,6_8,715,7,Livermore,CA,62211002618,94551,37.72649,-121.72852
Arroyo Seco Elementary School,public,KG_5,678,6,Livermore,CA,62211002620,94550,37.68367,-121.72854
Ron Nunn Elementary School,public,KG_5,650,7,Brentwood,CA,60591010194,94513,37.92952,-121.72943
Loma Vista Elementary School,public,KG_5,613,6,Brentwood,CA,60591008455,94513,37.939884,-121.73572
Pioneer Elementary School,public,KG_5,875,6,Brentwood,CA,60591010753,94513,37.955204,-121.73692
R. Paul Krey Elementary School,public,KG_5,859,7,Brentwood,CA,60591010474,94513,37.918568,-121.73836
Orchard Park School,public,KG_8,724,4,Oakley,CA,60285011904,94561,38.000057,-121.74155
Jackson Avenue Elementary School,public,KG_5,526,6,Livermore,CA,62211002627,94550,37.68492,-121.74262
East Avenue Middle School,public,6_8,649,5,Livermore,CA,62211002623,94550,37.67982,-121.75005
Heritage High School,public,9_12,2589,10,Brentwood,CA,62160010755,94513,37.92518,-121.75251
Carmen Dragon Elementary School,public,KG_6,450,2,Antioch,CA,60285010752,94531,37.968277,-121.75269
Adams (J. Douglas) Middle School,public,6_8,1129,7,Brentwood,CA,60591011574,94513,37.918976,-121.75556
Livermore High School,public,9_12,1878,8,Livermore,CA,62211002630,94550,37.680527,-121.76173
Ledesma (Rita) Elementary School,public,KG_6,494,7,San Jose,CA,62781008358,95138,37.24264,-121.76267
Tom Matsumoto Elementary School,public,KG_6,657,9,San Jose,CA,61314007788,95135,37.312016,-121.76502
Black Diamond Middle School,public,7_8,365,1,Antioch,CA,60285004440,94531,37.97057,-121.76672
Martin Murphy Middle School,public,6_8,742,6,San Jose,CA,62583003880,95139,37.225582,-121.76693
Junction Avenue K-8 School,public,KG_8,934,3,Livermore,CA,62211002622,94551,37.687023,-121.76704
Los Paseos Elementary School,public,KG_5,501,5,San Jose,CA,62583003878,95139,37.228985,-121.76739
Grant Elementary School,public,KG_6,442,2,Antioch,CA,60285007492,94531,37.985645,-121.76743
Chaboya Middle School,public,7_8,1094,8,San Jose,CA,61314010321,95135,37.312332,-121.768
Dozier-Libbey Medical High School,public,9_12,713,7,Antioch,CA,60285012278,94531,37.94807,-121.76817
Carolyn A. Clark Elementary School,public,KG_6,581,9,San Jose,CA,61314011451,95148,37.321712,-121.76937
Diablo Vista Elementary School,public,KG_5,483,3,Antioch,CA,60285008454,94531,37.957726,-121.7704
Lawrence Elementary,public,KG_5,357,8,Livermore,CA,62211014134,94551,37.690105,-121.77057
Sunset Elementary School,public,KG_5,771,9,Livermore,CA,62211002635,94550,37.66261,-121.77335
Silver Oak Elementary School,public,KG_6,607,9,San Jose,CA,61314004054,95138,37.28424,-121.77369
Jack London Elementary School,public,KG_6,507,3,Antioch,CA,60285000156,94531,37.97226,-121.7741
Evergreen Elementary School,public,KG_6,738,8,San Jose,CA,61314001492,95135,37.310524,-121.77793
Evergreen Valley High School,public,9_12,2961,9,San Jose,CA,61182010665,95148,37.3252,-121.77866
Deer Valley High School,public,9_12,1986,5,Antioch,CA,60285005724,94531,37.96573,-121.77968
Laurelwood Elementary School,public,KG_6,316,6,San Jose,CA,61314001497,95121,37.302517,-121.78003
Joe Michell K-8 School,public,KG_8,819,6,Livermore,CA,62211002628,94550,37.669567,-121.7835
Baldwin (Julia) Elementary School,public,KG_6,485,4,San Jose,CA,62781004204,95119,37.2241,-121.78423
Marylin Avenue Elementary School,public,KG_5,392,5,Livermore,CA,62211002631,94551,37.683865,-121.78603
Quimby Oak Middle School,public,7_8,980,7,San Jose,CA,61314001499,95148,37.324776,-121.78708
Cadwallader Elementary School,public,KG_6,341,7,San Jose,CA,61314001490,95121,37.306698,-121.78763
James Franklin Smith Elementary School,public,KG_6,642,9,San Jose,CA,61314008631,95121,37.297367,-121.78799
Millbrook Elementary School,public,KG_6,618,8,San Jose,CA,61314008836,95148,37.31949,-121.78805
Norwood Creek Elementary School,public,KG_6,625,7,San Jose,CA,61314007708,95148,37.328175,-121.78862
Granada High School,public,9_12,2282,9,Livermore,CA,62211002626,94550,37.675205,-121.78984
Bernal Intermediate School,public,7_8,742,6,San Jose,CA,62781004205,95119,37.22709,-121.79097
Lone Tree Elementary School,public,KG_5,588,3,Antioch,CA,60285011276,94531,37.956287,-121.79193
Valle Vista Elementary School,public,KG_5,349,3,San Jose,CA,62640003991,95148,37.33903,-121.79201
William Mendenhall Middle School,public,6_8,965,8,Livermore,CA,62211002636,94550,37.664505,-121.79221
Cedar Grove Elementary School,public,KG_6,590,5,San Jose,CA,61314001491,95148,37.331165,-121.79361
Muir (John) Elementary School,public,KG_5,570,2,Antioch,CA,60285009703,94509,37.976288,-121.79466
Santa Teresa Elementary School,public,KG_6,623,6,San Jose,CA,62781004223,95119,37.234753,-121.7959
Emma C. Smith Elementary School,public,KG_5,719,8,Livermore,CA,62211002624,94550,37.667168,-121.7964
Holly Oak Elementary School,public,KG_6,562,5,San Jose,CA,61314001494,95148,37.31875,-121.79765
Dallas Ranch Middle School,public,6_8,911,2,Antioch,CA,60285011275,94531,37.967182,-121.79861
Kimball Elementary School,public,KG_5,491,2,Antioch,CA,60285000212,94509,38.006878,-121.80084
John J. Montgomery Elementary School,public,KG_6,423,3,San Jose,CA,61314001495,95121,37.307735,-121.80108
Belshaw Elementary School,public,KG_5,549,1,Antioch,CA,60285000209,94509,37.99536,-121.80135
August Boeger Middle School,public,6_8,556,3,San Jose,CA,62640003987,95148,37.347153,-121.80143
Robert Sanders Elementary School,public,KG_5,419,2,San Jose,CA,62640003990,95127,37.351574,-121.80177
Edenvale Elementary School,public,KG_6,485,3,San Jose,CA,62781004212,95111,37.26157,-121.80265
Rancho Las Positas Elementary School,public,KG_5,599,6,Livermore,CA,62211002632,94551,37.688957,-121.80427
Stipe (Samuel) Elementary School,public,KG_6,423,3,San Jose,CA,62781004221,95111,37.27134,-121.80652
Taylor (Bertha) Elementary School,public,KG_6,683,6,San Jose,CA,62781004224,95123,37.231018,-121.80809
Silver Creek High School,public,9_12,2435,9,San Jose,CA,61182001309,95121,37.304333,-121.80831
Mt. Pleasant High School,public,9_12,1271,6,San Jose,CA,61182001304,95127,37.345646,-121.80948
Dove Hill Elementary School,public,KG_6,420,5,San Jose,CA,61314009366,95121,37.3011,-121.80983
Antioch Middle School,public,6_8,822,1,Antioch,CA,60285000208,94509,38.00545,-121.81003
Mount Pleasant Elementary School,public,KG_5,293,4,San Jose,CA,62640003989,95127,37.354084,-121.81104
Sutter Elementary School,public,KG_5,589,4,Antioch,CA,60285000217,94509,37.98557,-121.81191
Davis (Caroline) Intermediate School,public,7_8,596,4,San Jose,CA,62781004209,95111,37.266422,-121.81192
Anderson (Alex) Elementary School,public,KG_6,514,4,San Jose,CA,62781009413,95123,37.24674,-121.81194
Ramblewood Elementary School,public,KG_6,351,7,San Jose,CA,61437011452,95121,37.29512,-121.81202
Fremont Elementary School,public,KG_5,481,1,Antioch,CA,60285000211,94509,38.007393,-121.81252
George V. Leyva Intermediate School,public,7_8,733,4,San Jose,CA,61314001493,95122,37.31428,-121.81263
Adelante Dual Language Academy,public,KG_8,528,6,San Jose,CA,60231011793,95127,37.34457,-121.81271
Park Middle School,public,6_8,1108,2,Antioch,CA,60285000216,94509,37.993576,-121.81276
Horace Cureton Elementary School,public,KG_5,385,3,San Jose,CA,60231000102,95127,37.369354,-121.81422
Joseph George Middle School,public,6_8,539,3,San Jose,CA,60231000105,95127,37.371174,-121.81428
Marsh Elementary School,public,KG_5,615,1,Antioch,CA,60285000214,94509,37.999714,-121.81508
Christopher Elementary School,public,KG_8,375,5,San Jose,CA,62781004208,95111,37.27939,-121.81761
Antioch High School,public,9_12,2061,2,Antioch,CA,60285000207,94509,38.005116,-121.81786
Oak Grove High School,public,9_12,1766,6,San Jose,CA,61182001305,95123,37.251575,-121.81892
G. W. Hellyer Elementary School,public,KG_6,402,6,San Jose,CA,61437001645,95111,37.28444,-121.81964
Ocala Middle School,public,6_8,449,4,San Jose,CA,60231000116,95148,37.340385,-121.82046
Oak Ridge Elementary School,public,KG_6,570,6,San Jose,CA,62781004218,95123,37.24106,-121.82115
Katherine R. Smith Elementary School,public,KG_6,525,2,San Jose,CA,61314001496,95122,37.326252,-121.82206
Thomas P. Ryan Elementary School,public,KG_5,305,3,San Jose,CA,60231000120,95127,37.350063,-121.82257
Linda Vista Elementary School,public,KG_5,512,5,San Jose,CA,60231000108,95127,37.376934,-121.82372
O. B. Whaley Elementary School,public,KG_6,385,3,San Jose,CA,61314001498,95121,37.31619,-121.82424
Windmill Springs Elementary School,public,KG_8,440,4,San Jose,CA,61437008840,95121,37.306213,-121.82428
Lyndale Elementary School,public,KG_5,334,5,San Jose,CA,60231000109,95127,37.359745,-121.82492
Sylvandale Middle School,public,7_8,574,4,San Jose,CA,61437001653,95111,37.287865,-121.82531
Hayes Elementary School,public,KG_6,592,4,San Jose,CA,62781004215,95136,37.261806,-121.82651
Donald J. Meyer Elementary School,public,KG_5,369,5,San Jose,CA,60231000113,95122,37.335186,-121.82767
William C. Overfelt High School,public,9_12,1438,3,San Jose,CA,61182001306,95122,37.330593,-121.82838
Daniel Lairon Elementary School,public,4_8,383,3,San Jose,CA,61437001651,95111,37.28238,-121.82885
James Lick High School,public,9_12,1053,4,San Jose,CA,61182001303,95127,37.368046,-121.83009
Sylvia Cassell Elementary School,public,KG_5,389,3,San Jose,CA,60231000101,95122,37.344383,-121.83038
Santa Teresa High School,public,9_12,2145,9,San Jose,CA,61182001308,95123,37.235085,-121.8305
Renaissance Academy,public,6_8,308,5,San Jose,CA,60231011446,95122,37.33668,-121.83083
Clyde L. Fischer Middle School,public,6_8,289,2,San Jose,CA,60231000104,95122,37.33668,-121.83083
Los Arboles Elementary School,public,KG_3,353,2,San Jose,CA,61437001648,95111,37.285606,-121.83127
Mission Elementary School,public,KG_5,586,2,Antioch,CA,60285000215,94509,37.99734,-121.83152
Andrew P. Hill High School,public,9_12,1867,5,San Jose,CA,61182001301,95111,37.291924,-121.83173
Millard Mccollam Elementary School,public,KG_5,502,6,San Jose,CA,60231000112,95127,37.38047,-121.83312
Del Roble Elementary School,public,KG_6,556,4,San Jose,CA,62781004210,95123,37.25653,-121.83565
Anthony P. Russo Academy,public,KG_5,446,3,San Jose,CA,60231012063,95127,37.36876,-121.83568
Stonegate Elementary School,public,KG_8,681,5,San Jose,CA,61437001652,95121,37.308514,-121.83635
Frost (Earl) Elementary School,public,KG_8,638,6,San Jose,CA,62781004213,95123,37.247513,-121.83706
Graystone Elementary School,public,KG_5,571,9,San Jose,CA,63459005715,95120,37.210667,-121.83774
A. J. Dorsa Elementary School,public,KG_5,371,3,San Jose,CA,60231000103,95122,37.3391,-121.83791
Bret Harte Middle School,public,6_8,1189,8,San Jose,CA,63459005703,95120,37.20943,-121.83816
O. S. Hubbard Elementary School,public,KG_8,622,4,San Jose,CA,60231000107,95122,37.33123,-121.83826
Toyon Elementary School,public,KG_5,292,2,San Jose,CA,60480000468,95127,37.39139,-121.83827
Noble Elementary School,public,KG_5,456,8,San Jose,CA,60480000462,95132,37.3963,-121.8391
Sakamoto Elementary School,public,KG_6,639,6,San Jose,CA,62781004220,95123,37.230824,-121.83919
Herman (Leonard) Intermediate School,public,5_8,854,8,San Jose,CA,62781004216,95123,37.23974,-121.83975
Captain Jason M. Dahl Elementary School,public,KG_6,549,3,San Jose,CA,61437001646,95111,37.288155,-121.84003
Jeanne R. Meadows Elementary School,public,KG_6,501,6,San Jose,CA,61437009827,95122,37.321842,-121.8401
Adelante Dual Language Academy Ii,public,KG_3,172,2,San Jose,CA,60231014147,95116,37.344196,-121.84039
Clyde Arbuckle Elementary School,public,KG_5,223,1,San Jose,CA,60231000100,95116,37.344776,-121.84101
Piedmont Middle School,public,6_8,819,5,San Jose,CA,60480000464,95132,37.390728,-121.84264
William Sheppard Middle School,public,6_8,601,4,San Jose,CA,60231000122,95133,37.37451,-121.843
Ben Painter Elementary School,public,KG_8,334,5,San Jose,CA,60231008782,95133,37.37495,-121.84331
Renaissance At Mathson,public,6_8,278,4,San Jose,CA,60231013126,95116,37.350964,-121.84401
Lee Mathson Middle School,public,6_8,293,3,San Jose,CA,60231000110,95116,37.350826,-121.84408
Cesar Chavez Elementary School,public,KG_5,344,3,San Jose,CA,60231000111,95116,37.35024,-121.84497
J. M. Amador Elementary,public,KG_5,839,9,Dublin,CA,60001913862,94568,37.717297,-121.84565
Parkview Elementary School,public,KG_6,591,6,San Jose,CA,62781004219,95136,37.271595,-121.84578
Santee Elementary School,public,KG_6,423,2,San Jose,CA,61437001650,95122,37.32806,-121.84671
Leland High School,public,9_12,1917,9,San Jose,CA,63459005725,95120,37.220337,-121.84737
College Connection Academy,public,7_8,210,9,San Jose,CA,61437013199,95122,37.320114,-121.84751
Yerba Buena High School,public,9_12,1706,5,San Jose,CA,61182001310,95122,37.32079,-121.84831
Piedmont Hills High School,public,9_12,2058,9,San Jose,CA,61182001307,95132,37.40379,-121.84899
"Shirakawa (George, Sr.) Elementary School",public,KG_8,759,6,San Jose,CA,61437008352,95112,37.316086,-121.84974
Turner Elementary School,public,KG_5,506,2,Antioch,CA,60285000218,94509,38.003796,-121.85055
Williams Elementary School,public,KG_5,682,9,San Jose,CA,63459001538,95120,37.20822,-121.85092
Franklin Elementary School,public,KG_6,665,5,San Jose,CA,61437001644,95111,37.305454,-121.85107
Summerdale Elementary School,public,KG_5,403,7,San Jose,CA,60480000467,95132,37.389587,-121.85196
San Antonio Elementary School,public,KG_5,344,5,San Jose,CA,60231000121,95116,37.350025,-121.85234
Robert F. Kennedy Elementary School,public,KG_6,390,3,San Jose,CA,61437001647,95122,37.324997,-121.8524
Learning In An Urban Community With High Achievement (L.U.C.H.A.),public,KG_5,283,5,San Jose,CA,60231011445,95116,37.349968,-121.85246
Gunderson High School,public,9_12,1093,4,San Jose,CA,63459005716,95136,37.25824,-121.85269
Vintage Hills Elementary School,public,KG_5,629,9,Pleasanton,CA,60002009290,94566,37.655903,-121.85501
Rachel Carson Elementary School,public,KG_5,291,5,San Jose,CA,63459005706,95136,37.27048,-121.85548
Ruskin Elementary School,public,KG_5,568,7,San Jose,CA,60480000465,95132,37.400284,-121.85589
Sierramont Middle School,public,6_8,930,7,San Jose,CA,60480000466,95132,37.403133,-121.85593
Allen at Steinbeck School,public,KG_5,520,3,San Jose,CA,63459005697,95123,37.24728,-121.85641
Majestic Way Elementary School,public,KG_5,518,8,San Jose,CA,60480000460,95132,37.41065,-121.85723
Harold William Kolb,public,KG_5,735,9,Dublin,CA,60001912927,94568,37.71193,-121.8587
Independence High School,public,9_12,2872,7,San Jose,CA,61182001302,95133,37.367798,-121.85961
Henry P. Mohr Elementary School,public,KG_5,683,9,Pleasanton,CA,60002006951,94588,37.6925,-121.86011
McKinley Elementary School,public,KG_6,286,3,San Jose,CA,61437001649,95116,37.337475,-121.86086
John Green Elementary School,public,KG_5,859,10,Dublin,CA,60001912078,94568,37.7181,-121.8615
Valley View Elementary School,public,KG_5,651,6,Pleasanton,CA,60002009287,94566,37.659866,-121.86362
Anne Darling Elementary School,public,KG_5,376,2,San Jose,CA,63459005699,95133,37.356598,-121.86446
Cherrywood Elementary School,public,KG_5,425,6,San Jose,CA,60480000458,95132,37.3944,-121.86508
Liberty High (Alternative) School,public,6_12,334,2,San Jose,CA,63459006645,95123,37.261578,-121.86537
Eleanor Murray Fallon School,public,6_8,1557,9,Dublin,CA,60001913169,94568,37.71566,-121.86589
Selma Olinder Elementary School,public,KG_5,353,2,San Jose,CA,63459005730,95116,37.33834,-121.86659
Simonds Elementary School,public,KG_5,651,8,San Jose,CA,63459005738,95120,37.220493,-121.8684
Terrell Elementary School,public,KG_5,399,3,San Jose,CA,63459005740,95136,37.27084,-121.86841
Martin Luther King Jr. Junior High School,public,6_8,711,3,Pittsburg,CA,63060013016,94565,38.014313,-121.870056
Laneview Elementary School,public,KG_5,373,7,San Jose,CA,60480000459,95132,37.41456,-121.87069
Morrill Middle School,public,6_8,633,6,San Jose,CA,60480000461,95132,37.410217,-121.87111
San Jose High School,public,9_12,1054,3,San Jose,CA,63459005736,95116,37.350456,-121.87122
Stoneman Elementary School,public,KG_5,598,3,Pittsburg,CA,63060009995,94565,38.006603,-121.87132
Alisal Elementary School,public,KG_5,644,7,Pleasanton,CA,60002009285,94566,37.672367,-121.87207
Amador Valley High School,public,9_12,2713,9,Pleasanton,CA,60002009282,94566,37.668297,-121.87327
Vinci Park Elementary School,public,KG_5,564,8,San Jose,CA,60480000469,95131,37.380943,-121.87333
Fairlands Elementary School,public,KG_5,767,9,Pleasanton,CA,60002009286,94588,37.6926,-121.87433
Foothill Elementary School,public,KG_5,567,3,Pittsburg,CA,63060004746,94565,37.996002,-121.87525
Empire Gardens Elementary School,public,KG_5,291,3,San Jose,CA,63459005711,95112,37.35464,-121.87616
Canoas Elementary School,public,KG_5,261,5,San Jose,CA,63459008634,95125,37.28472,-121.87654
Lowell Elementary School,public,KG_5,286,2,San Jose,CA,63459005728,95112,37.32969,-121.87718
Tassajara Hills Elementary School,public,KG_5,492,9,Danville,CA,63513007082,94506,37.799404,-121.87887
Broadway High School,public,9_12,201,1,San Jose,CA,63459005709,95118,37.261112,-121.87934
Brooktree Elementary School,public,KG_5,461,6,San Jose,CA,60480000457,95131,37.398514,-121.88005
Los Alamitos Elementary School,public,KG_5,731,9,San Jose,CA,63459005727,95120,37.22786,-121.88099
Northwood Elementary School,public,KG_5,574,9,San Jose,CA,60480000463,95132,37.40946,-121.88134
Pittsburg Senior High School,public,9_12,3573,4,Pittsburg,CA,63060004752,94565,38.019547,-121.88137
Creekside Elementary School,public,KG_5,638,8,Danville,CA,63513012242,94506,37.79285,-121.88151
Pleasanton Middle School,public,6_8,1215,8,Pleasanton,CA,60002009682,94566,37.65696,-121.88156
Washington Elementary School,public,KG_5,446,4,San Jose,CA,63459005743,95110,37.321793,-121.88158
Castillero Middle School,public,6_8,1133,6,San Jose,CA,63459005707,95120,37.221497,-121.88191
John Muir Middle School,public,6_8,1064,5,San Jose,CA,63459005723,95118,37.261395,-121.88237
Harvest Park Middle School,public,6_8,1223,8,Pleasanton,CA,60002009289,94566,37.675556,-121.88268
Hacienda Science/Environmental Magnet School,public,KG_5,706,7,San Jose,CA,63459005742,95118,37.26967,-121.8839
Almaden Elementary School,public,KG_5,303,4,San Jose,CA,63459005698,95118,37.25093,-121.88411
Phoebe Apperson Hearst Elementary School,public,KG_5,705,8,Pleasanton,CA,60002008445,94566,37.65245,-121.88432
Pioneer High School,public,9_12,1600,7,San Jose,CA,63459005732,95118,37.247185,-121.88445
Horace Mann Elementary School,public,KG_5,402,3,San Jose,CA,63459005722,95112,37.33998,-121.88486
Sunol Glen Elementary School,public,KG_8,297,10,Sunol,CA,60002109291,94586,37.593597,-121.8851
James Dougherty Elementary School,public,KG_5,890,9,Dublin,CA,60001908443,94568,37.71039,-121.88512
Marina Vista Elementary School,public,KG_5,649,3,Pittsburg,CA,63060012268,94565,38.029514,-121.88524
Walnut Grove Elementary School,public,KG_5,749,9,Pleasanton,CA,60002009288,94566,37.673218,-121.88537
Hammer Montessori At Galarza Elementary School,public,KG_5,326,7,San Jose,CA,63459007429,95125,37.303524,-121.88686
Ernesto Galarza Elementary School,public,KG_5,397,2,San Jose,CA,63459010411,95125,37.303524,-121.88686
Highlands Elementary School,public,KG_5,517,3,Pittsburg,CA,63060004748,94565,37.99867,-121.88696
Schallenberger Elementary School,public,KG_5,570,5,San Jose,CA,63459005737,95125,37.280807,-121.88786
Hillview Junior High School,public,6_8,962,2,Pittsburg,CA,63060004749,94565,38.002377,-121.88838
Grant Elementary School,public,KG_5,473,2,San Jose,CA,63459005714,95112,37.35164,-121.88858
Hidden Hills Elementary School,public,KG_5,708,9,San Ramon,CA,63513010758,94582,37.76417,-121.89321
Reed Elementary School,public,KG_5,445,7,San Jose,CA,63459005734,95118,37.264637,-121.89461
Willow Glen Middle School,public,6_8,1225,5,San Jose,CA,63459005710,95125,37.291176,-121.89613
Live Oak Elementary School,public,KG_5,819,9,San Ramon,CA,63513011880,94582,37.7535,-121.8962
Willow Glen High School,public,9_12,1737,7,San Jose,CA,63459005746,95125,37.291588,-121.8964
Gardner Elementary School,public,KG_5,387,3,San Jose,CA,63459005713,95125,37.32139,-121.89641
Dartmouth Middle School,public,6_8,994,7,San Jose,CA,64032006671,95118,37.239597,-121.89671
Willow Glen Elementary School,public,KG_5,756,5,San Jose,CA,63459005745,95125,37.30321,-121.89687
Guadalupe Elementary School,public,KG_5,595,9,San Jose,CA,64032006672,95120,37.228767,-121.89693
Diablo Vista Middle School,public,6_8,986,10,Danville,CA,63513008460,94506,37.799664,-121.89742
Thomas S. Hart Middle School,public,6_8,1201,9,Pleasanton,CA,60002008444,94588,37.685425,-121.89828
River Glen School,public,KG_8,520,5,San Jose,CA,63459004084,95125,37.31213,-121.89924
Branham High School,public,9_12,1802,9,San Jose,CA,60723008350,95118,37.254578,-121.89957
Parkside Elementary School,public,KG_5,646,2,Pittsburg,CA,63060004751,94565,38.02292,-121.89965
Orchard Elementary School,public,KG_8,843,6,San Jose,CA,62868004460,95131,37.388462,-121.9002
Santa Clara County Special Education School,public,KG_12,1190,1,San Jose,CA,69103509250,95131,37.383717,-121.90026
Los Medanos Elementary School,public,KG_5,711,6,Pittsburg,CA,63060004750,94565,38.016487,-121.90046
County Community School,public,7_12,39,1,San Jose,CA,69103507782,95131,37.3837,-121.90134
Peter Burnett Middle School,public,6_8,687,3,San Jose,CA,63459005731,95112,37.35284,-121.90149
Dougherty Valley High School,public,9_12,3331,10,San Ramon,CA,63513011990,94582,37.767647,-121.90229
Lietz Elementary School,public,KG_5,596,7,San Jose,CA,64032006674,95118,37.243767,-121.90302
Windemere Ranch Middle School,public,6_8,1355,9,San Ramon,CA,63513010759,94582,37.75202,-121.90566
Booksin Elementary School,public,KG_5,839,8,San Jose,CA,63459005702,95125,37.28871,-121.90714
Donlon Elementary School,public,KG_5,758,8,Pleasanton,CA,60002009283,94588,37.684113,-121.90908
Gale Ranch Middle School,public,6_8,1262,9,San Ramon,CA,63513012300,94582,37.76919,-121.91042
Quail Run Elementary School,public,KG_5,949,9,San Ramon,CA,63513010760,94582,37.761467,-121.91166
Rancho Medanos Junior High School,public,6_8,902,4,Pittsburg,CA,63060004743,94565,38.015377,-121.91324
Noddin Elementary School,public,KG_5,625,7,San Jose,CA,64032006677,95124,37.237774,-121.91388
Wells Middle School,public,6_8,996,6,Dublin,CA,60001909278,94568,37.712563,-121.9188
Oster Elementary School,public,KG_5,657,8,San Jose,CA,64032006678,95124,37.25548,-121.91957
Foothill High School,public,9_12,2178,10,Pleasanton,CA,60002009279,94588,37.671577,-121.91994
Steindorf STEAM School,public,KG_8,502,9,San Jose,CA,60714013993,95124,37.26665,-121.92053
Valley High (Continuation) School,public,9_12,60,2,Dublin,CA,60001909274,94568,37.709167,-121.92118
Lydiksen Elementary School,public,KG_5,666,7,Pleasanton,CA,60002009284,94588,37.68099,-121.9216
Bagby Elementary School,public,KG_5,511,7,San Jose,CA,60714000650,95124,37.278713,-121.92193
Frederiksen Elementary School,public,KG_5,800,6,Dublin,CA,60001909275,94568,37.715076,-121.92195
Herbert Hoover Middle School,public,6_8,1082,3,San Jose,CA,63459005720,95126,37.332436,-121.92231
Leigh High School,public,9_12,1772,9,San Jose,CA,60723008122,95124,37.24331,-121.92258
Diablo View Middle School,public,6_8,688,7,Clayton,CA,62637001967,94517,37.932144,-121.92303
Abraham Lincoln High School,public,9_12,1805,5,San Jose,CA,63459005696,95126,37.329212,-121.92388
Merritt Trace Elementary School,public,KG_5,926,4,San Jose,CA,63459005741,95126,37.33091,-121.9258
Dublin High School,public,9_12,2978,9,Dublin,CA,60001909273,94568,37.720997,-121.92639
Luther Burbank Elementary School,public,KG_8,516,4,San Jose,CA,62313003530,95128,37.323555,-121.9267
Willow Cove Elementary School,public,KG_5,646,2,Pittsburg,CA,63060004753,94565,38.023106,-121.92675
Coyote Creek Elementary School,public,KG_5,920,9,San Ramon,CA,63513008461,94582,37.77812,-121.92806
Middle College High School,public,11_12,43,7,San Jose,CA,63459008633,95128,37.316364,-121.92985
Del Mar High School,public,9_12,1300,5,San Jose,CA,60723000665,95128,37.30326,-121.9303
Murray Elementary School,public,KG_5,615,7,Dublin,CA,60001909276,94568,37.72154,-121.93298
Union Middle School,public,6_8,1053,9,San Jose,CA,64032006680,95124,37.242737,-121.9344
Walt Disney Elementary School,public,KG_5,525,9,San Ramon,CA,63513005961,94583,37.741188,-121.93621
Dublin Elementary School,public,KG_5,878,7,Dublin,CA,60001906929,94568,37.715023,-121.9365
Bel Air Elementary School,public,KG_5,465,1,Bay Point,CA,62637003936,94565,38.01941,-121.93884
Country Club Elementary School,public,KG_5,552,8,San Ramon,CA,63513005945,94583,37.728138,-121.93992
Mt. Diablo Elementary School,public,KG_5,798,8,Clayton,CA,62637003959,94517,37.942566,-121.94018
Washington Elementary School,public,KG_5,331,9,Santa Clara,CA,63543006650,95050,37.34194,-121.94032
Golden View Elementary School,public,KG_5,668,9,San Ramon,CA,63513009631,94582,37.78704,-121.94305
Pine Valley Middle School,public,6_8,1049,9,San Ramon,CA,63513005955,94583,37.738777,-121.94351
Buchser Middle School,public,6_8,1011,5,Santa Clara,CA,63543007866,95050,37.344284,-121.94447
Don Callejon School,public,KG_8,912,6,Santa Clara,CA,63543011797,95054,37.39789,-121.94479
Sycamore Valley Elementary School,public,KG_5,573,10,Danville,CA,63513000289,94506,37.805824,-121.94494
Carlton Elementary School,public,KG_5,710,9,San Jose,CA,64032006669,95124,37.247604,-121.9459
Montague Elementary School,public,KG_5,426,4,Santa Clara,CA,63543006045,95054,37.389465,-121.94707
